romanized,khmer,frequency
Gabon,ហ្គាបុង,1
Georgia,ហ្សកហ្ស៊ី,1
Germany,អាល្លឺម៉ង់,1
Ghana,ហ្គាណា,1
Greece,ក្រិក,1
Grenada,ហ្គ្រេណាដា,1
Guatemala,ហ្គាតេម៉ាឡា,1
Guinea,ហ្គីណេ,1
Guinea-Bissau,ហ្គីណេ-ប៊ីសា,1
Guyana,ហ្គីយ៉ាណា,1
Haiti,ហៃទី,1
Honduras,ហុងឌូរ៉ាស,1
Hungary,ហុងគ្រី,1
Iceland,អ៊ីស្លង់,1
India,ឥណ្ឌា,1
Indonesia,ឥណ្ឌូនេស៊ី,1
Iran,អ៊ីរ៉ង់,1
Iraq,អ៊ីរ៉ាក់,1
Ireland,អៀរឡង់,1
Israel,អ៊ីស្រាអែល,1
Italy,អ៊ីតាលី,1
Jamaica,ហ្សាម៉ាអ៊ីក,1
Japan,ជប៉ុន,1
Jordan,ហ្ស៊កដានី,1
Kazakhstan,កាហ្សាក់ស្ថាន,1
Kenya,កេនយ៉ា,1
Kiribati,គីរីបាទី,1
Korea,North,1
Korea,South,1
Kosovo,កូសូវ៉ូ,1
Kuwait,គុយវ៉ែត,1
Kyrgyzstan,កៀហ្ស៊ីស៊ីស្ថាន,1
Laos,ឡាវ,1
Latvia,ឡាតវី,1
Lebanon,លីបង់,1
Lesotho,ឡេសូតូ,1
Liberia,លីបេរីយ៉ា,1
Libya,លីប៊ី,1
Liechtenstein,លីចតេនស្ទីន,1
Lithuania,លីទុយអានី,1
Luxembourg,លុចសំបួរ,1
Madagascar,ម៉ាដាហ្គាស្ការ,1
Malawi,ម៉ាឡាវី,1
Malaysia,ម៉ាឡេស៊ី,1
Maldives,ម៉ាល់ឌីវ,1
Mali,ម៉ាលី,1
Malta,ម៉ាល់តា,1
Mauritania,ម៉ូរីតានី,1
Mauritius,ម៉ូរីស,1
Mexico,ម៉ិកស៊ិក,1
Micronesia,មីក្រូនេស៊ី,1
Moldova,ម៉ុលដាវី,1
Monaco,ម៉ូណាកូ,1
Mongolia,ម៉ុងហ្គោលី,1
Montenegro,ម៉ុងតេណេហ្គ្រោ,1
Morocco,ម៉ារ៉ុក,1
Mozambique,ម៉ូសំប៊ិក,1
Myanmar,មីយ៉ាន់ម៉ា,1
Nak,អ្នក,1
Namibia,ណាមីប៊ី,1
Nauru,ណៅរូ,1
Nepal,នេប៉ាល់,1
Netherlands,ហូឡង់,1
New Zealand,នូវែលសេឡង់,1
Nicaragua,នីការ៉ាហ្គា,1
Niger,នីហ្សេរីយ៉ា,1
Nigeria,នីហ្សេរីយ៉ា,1
Niyumney,និយមន័យ,1
North Macedonia,ម៉ាសេដូនខាងជើង,1
Norway,ន័រវេស,1
Oman,អូម៉ង់,1
PP,ភ្នំពេញ,1
Pakistan,ប៉ាគីស្ថាន,1
Palau,ប៉ាឡូ,1
Panama,ប៉ាណាម៉ា,1
Papua New Guinea,ប៉ាពួញូហ្គីណេ,1
Paraguay,ប៉ារ៉ាហ្គាយ,1
Peru,ប៉េរូ,1
Philippines,ហ្វីលីពីន,1
Phokjneithan,ភោជនីយដ្ឋាន,1
Poland,​ប៉ូឡូញ,1
Pong,កុំ,1
Portugal,ព័រទុយហ្គាល់,1
Qatar,កាតា,1
Romania,រូម៉ានី,1
Russia,​រុស្ស៊ី,1
Rwanda,រវ៉ាន់ដា,1
Samoa,សាម័រ,1
San Marino,សាន់ម៉ារីណូ,1
Saudi Arabia,អារ៉ាប៊ីសាអូឌីត,1
Senegal,សេណេហ្គាល់,1
Serbia,ស៊ែប៊ី,1
Seychelles,សីស្ហែល,1
Sierra Leone,សៀរ៉ាឡេអូន,1
Singapore,សិង្ហបុរី,1
Slovakia,ស្លូវ៉ាគី,1
Slovenia,ស្លូវេនី,1
Solomon Islands,កោះសាឡូម៉ូន,1
Somalia,សូម៉ាលី,1
South Africa,អា​ព្រិច​ខាងត្បូង,1
Spain,អេស្ប៉ាញ,1
Sri Lanka,ស្រី​លង្កា,1
Sudan,South,1
Sudan,ស៊ូដង់,1
Suriname,ស៊ូរីណាម,1
Sweden,ស៊ុយអែត,1
Switzerland,​ស្វីស,1
Syria,ស៊ីរី,1
Taiwan,តៃវ៉ាន់,1
Tajikistan,តាជីគីស្ថាន,1
Tanzania,តង់ហ្សានី,1
Thailand,ថៃ,1
The Gambia,ហ្គាំប៊ី,1
Timor-Leste,ទីម័រខាងកើត,1
Togo,តូហ្គោ,1
Tonga,តុងហ្គា,1
Trinidad and Tobago,ទ្រី​នី​ដា​ដ​និង​តូបាហ្គោ,1
Tunisia,ទុយនីស៊ី,1
Turkey,តួកគី,1
Turkmenistan,តូមិននីស្ថាន,1
Tuvalu,ទូវ៉ាលូ,1
Uganda,អ៊ូហ្គង់ដា,1
Ukraine,អ៊ុយក្រែន,1
United Arab Emirates,សហព័ន្ធ​អារ៉ាប់រួម,1
United Kingdom,ចក្រភពអង់គ្លេស,1
United States,សហរដ្ឋអាមេរិក,1
Uruguay,អ៊ុយរូហ្គាយ,1
Uzbekistan,អ៊ូសបេគីស្ថាន,1
Vanuatu,វ៉ានូអាទូ,1
Vatican City,ទីក្រុង​វ៉ាទីកង់,1
Venezuela,វ៉េណេស៊ុយអេឡា,1
Vietnam,វៀតណាម,1
Villa,វីឡា,1
Yemen,យេម៉ែន,1
Zambia,សំប៊ី,1
Zimbabwe,ហ្ស៊ីមបាវ៉េ,1
a,អ,1
a,អា,1
aa,អា,2
aa,អា៎,1
aaah,អាះ,1
aab,អាប,1
aab,អាប់,1
aabaaar,អបអរ,1
aabachayit,អបចាយិត,1
aabachayita,អបចាយិតា,1
aabachayon,អបចាយន,1
aabachei,អបាចី,1
aabachon,អាប់ចុន,1
aabahar,អបហារ,1
aabahas,អបហាស,1
aabakaron,អបាករណ៍,1
aabalab,អាបឡាប,1
aabaleaph,អបលាភ,1
aabaleaphea,អបលាភា,1
aabalokkhan,អបលក្ខណ៍,1
aabalouk,អបលោក,1
aabaloukan,អបលោកន,1
aabalouph,អបលោភ,1
aabalouphea,អបលោភា,1
aabamear,អបមារ,1
aabamongkol,អបមង្គល,1
aaban,អាបណ,1
aabanak,អាបណក,1
aabannakabbadebatea,អបណ្ណកប្បដិបទា,1
aabao,អាបោ,1
aabaokondar,អបោគណ្ឌ,1
aabapatrab,អាប់ប៉ត្រាប់,1
aabareachey,អបរាជ័យ,1
aabareachit,អបរាជិត,1
aabareath,អបរាធ,1
aabarimean,អបរិមាណ,1
aabariyousan,អបរិយោសាន,1
aabarokal,អបរកាល,1
aabarokouyean,អបរគោយាន,1
aabarolouk,អបរលោក,1
aabaronnacheate,អបរណ្ណជាតិ,1
aabaropheak,អបរភាគ,1
aabarosamey,អបរសម័យ,1
aabarub,អបរូប,1
aabaruba,អបរូបា,1
aabarum,អប់រំ,1
aabasakte,អបសក្តិ,1
aabates,អបទេស,1
aabatok,អបាទក,1
aabaveat,អបវាទ,1
aabay,អបាយ,1
aabayiksatt,អាបាយិកសត្ត,1
aabayiksott,អាបាយិកសត្ត,1
aabayos,អបយស,1
aabb,អប្ប,1
aabbachchayopheap,អប្បច្ចយភាព,1
aabbade,អប្បដិ,1
aabbakar,អប្បការ,1
aabbamean,អប្បមាណ,1
aabbameat,អប្បមាទ,1
aabbameyy,អប្បមេយ្យ,1
aabbanea,អប្បនា,1
aabbaotok,អប្បោទក,1
aabbasantor,អប្បសាន្ត,1
aabbechchha,អប្បិច្ឆា,1
aabbechchhao,អប្បិច្ឆោ,1
aabbechchhar,អប្បិច្ឆ,1
aabbesakkhar,អប្បេសក្ខ,1
aabbey,អប្បិយ,1
aabekkha,អបេក្ខា,1
aabetvinhnhean,អបេតវិញ្ញាណ,1
aabneka,អាបណិកា,1
aaboat,អាប័ទ,1
aabochchha,អាបុច្ឆា,1
aabochchhan,អាបុច្ឆន,1
aabochchhon,អាបុច្ឆន,1
aabochon,អាប់ចុន,1
aabolab,អាបឡាប,1
aabon,អាបណ,1
aabonbbonkkamm,អបុនប្បុនក្កម្ម,1
aabonhnheaphisngkhear,អបុញ្ញាភិសង្ខារ,1
aabonhnholeaph,អបុញ្ញលាភ,1
aabonok,អាបណក,1
aabopotrab,អាប់ប៉ត្រាប់,1
aabottak,អបុត្តក,1
aabottakao,អបុត្តកោ,1
aabotteka,អបុត្តិកា,1
aabphaodnosaptor,អប្ផោដនសព្ទ,1
aabrakar,អប្រការ,1
aabramean,អប្រមាណ,1
aabrameath,អប្រមាថ,1
aabrate,អប្រតិ,1
aabrey,អប្រិយ,1
aabsantor,អប្សាន្ត,1
aabsar,អប្សរ,1
aabsarea,អប្សរា,1
aabtte,អាបត្តិ,1
aachaidanyor,អចៃដន្យ,1
aachal,អចល,1
aachalea,អចលា,1
aachalon,អចលន,1
aachaloneak,អចលនៈ,1
aacham,អាចម,1
aacham,អាចម៍,1
aachamon,អាចមន,1
aachaor,អាចោរ,1
aachar,អាចារ,1
aacharea,អាចារា,1
aachari,អាចារី,1
aacharini,អាចារិនី,1
aachariy,អាចរិយ,1
aacharonapheap,អចរណភាព,1
aacharyor,អាចារ្យ,1
aachay,អាចយ,1
aachchek,អច្ចេក,1
aachchharea,អច្ឆរា,1
aachchhariy,អច្ឆរិយ,1
aachchhariyopheap,អច្ឆរិយភាព,1
aachchhatoneak,អច្ឆាទនៈ,1
aachchhavoat,អច្ឆាវ័ទ,1
aachchheachar,អជ្ឈាចារ,1
aachchheasai,អជ្ឈាស័យ,1
aachchhesanea,អជ្ឈេសនា,1
aachchhettvuttei,អច្ឆិទ្ទវុត្តី,1
aachchhettvutteni,អច្ឆិទ្ទវុត្តិនី,1
aachchhottasantean,អជ្ឈត្តសន្តាន,1
aachchhottekatean,អជ្ឈត្តិកទាន,1
aachchhoukas,អជ្ឈោកាស,1
aachchhousan,អជ្ឈោសាន,1
aachchhubbatakak,អជ្ឈុប្បាតកៈ,1
aachchot,អច្ចុត,1
aachchoveak,អាជ្ជវៈ,1
aacheaneyy,អាជានេយ្យ,1
aacheaneyy,អាជានៃយ,1
aacheaniy,អាជានីយ,1
aachelokak,អចេលកៈ,1
aachenn,អាចិណ្ណ,1
aachentea,អចិន្តា,1
aachentreyy,អចិន្ត្រៃយ៍,1
aacher,អចិរ,1
aachesda,អចេស្ដា,1
aachett,អចិត្ត,1
aachettak,អចិត្តក,1
aachettakak,អចិត្តកៈ,1
aachettepheap,អចិត្តិភាព,1
aachi,អាជិ,1
aachiv,អាជីវ,1
aachivika,អាជីវិកា,1
aachivkamm,អាជីវកម្ម,1
aachivkomm,អាជីវកម្ម,1
aachivok,អាជីវក,1
aachivokar,អាជីវករ,1
aachivokor,អាជីវករ,1
aachmoaandaeuk,អាចម៍អណ្ដើក,1
aachmoaondaeuk,អាចម៍អណ្ដើក,1
aachmobamnah,អាចម៍បំណះ,1
aachmobantuoh,អាចម៍បន្ទោះ,1
aachmobontuoh,អាចម៍បន្ទោះ,1
aachmochhkae,អាចម៍ឆ្កែ,1
aachmochhma,អាចម៍ឆ្មា,1
aachmochhpoes,អាចម៍ឆ្ពឹស,1
aachmochramuh,អាចម៍ច្រមុះ,1
aachmochromuh,អាចម៍ច្រមុះ,1
aachmodaek,អាចម៍ដែក,1
aachmodamri,អាចម៍ដំរី,1
aachmodei,អាចម៍ដី,1
aachmokanlong,អាចម៍កន្លង់,1
aachmokok,អាចម៍កុក,1
aachmokonlong,អាចម៍កន្លង់,1
aachmokou,អាចម៍គោ,1
aachmokrachak,អាចម៍ក្រចក,1
aachmokrapau,អាចម៍ក្រពើ,1
aachmokrochok,អាចម៍ក្រចក,1
aachmokropau,អាចម៍ក្រពើ,1
aachmoleakt,អាចម៍ល័ក្ត,1
aachmomean,អាចម៍មាន់,1
aachmophchet,អាចម៍ផ្ចិត,1
aachmophkay,អាចម៍ផ្កាយ,1
aachmoromeang,អាចម៍រមាំង,1
aachmoruy,អាចម៍រុយ,1
aachmosatvar,អាចម៍សត្វ,1
aachmoseh,អាចម៍សេះ,1
aachmosotvor,អាចម៍សត្វ,1
aachmothmenh,អាចម៍ធ្មេញ,1
aachmotrachiek,អាចម៍ត្រចៀក,1
aachmotrochiek,អាចម៍ត្រចៀក,1
aachodakas,អជដាកាស,1
aachom,អាចម,1
aachom,អាចម៍,1
aachomon,អាចមន,1
aachonobrates,អជនប្រទេស,1
aachoriy,អាចរិយ,1
aachoy,អាចយ,1
aachrun,អជ៌ុន,1
aadad,អដដ,1
aadanea,អាដានា,1
aadavi,អដវី,1
aadavik,អដវិក,1
aaddabratephu,អដ្ដប្រតិភូ,1
aadmpor,អាឌម្ពរ,1
aadthaban,អដ្ឋបាន,1
aadthabarikkhar,អដ្ឋបរិក្ខារ,1
aadthakatha,អដ្ឋកថា,1
aadthar,អដ្ឋ,1
aadthe,អដ្ឋិ,1
aadthochantor,អឌ្ឍចន្ទ,1
aadthor,អឌ្ឍ,1
aadthoyouk,អឌ្ឍយោគ,1
aae,អែ,1
aaeaang,អែអង់,1
aaeaok,អែអុក,1
aaeaong,អែអង់,1
aaeb,អែប,1
aaeloaal,អែលអល,1
aaeloaol,អែលអល,1
aaeloaol,អ៊ែលអ៊ល,1
aaem,អែម,1
aaemphlaem,អែមផ្លែម,1
aaen,អ៊ែន,1
aaengoaaong,អែងអោង,1
aaenoaan,អែនអន,1
aaenoaon,អែនអន,1
aaesmomeaes,អ៊ែសមមែស,1
aaeu,អើ,1
aaeubalaeub,អើបឡើប,1
aaeubolaeub,អើបឡើប,1
aaeupau,អើពើ,1
aaeut,អើត,1
aaeutaaaeum,អើតអើម,1
aaeutoaaeum,អើតអើម,1
aaeuy,អើយ,1
aaha,អាហារ,1
aahaang,អះអាង,1
aahahak,អហហៈ,1
aahamkar,អហំការ,1
aahangkear,អហង្ការ,1
aahangkearin,អហង្ការិន,1
aahangkearini,អហង្ការិនី,1
aahao,អហោ,1
aahaorott,អហោរត្ត,1
aahaosekamm,អហោសិកម្ម,1
aaharoan,អាហរ័ណ,1
aahe,អហិ,1
aahem,អហិម,1
aahengsea,អហិង្សា,1
aaherik,អហិរិក,1
aahesa,អហេសា,1
aahet,អហិត,1
aahetok,អហេតុក,1
aahh,អះ,1
aahoroan,អាហរ័ណ,1
aai,អៃ,1
aaira,អៃរ៉ា,1
aaisour,អៃសូរ,1
aak,អាក់,1
aakaaambok,អកអំបុក,1
aakabb,អាកប្ប,1
aakabbey,អកប្បិយ,1
aakal,អកាល,1
aakammokeriyea,អកម្មកិរិយា,1
aakammotheato,អកម្មធាតុ,1
aakanidtha,អកនិដ្ឋា,1
aakanidthar,អកនិដ្ឋ,1
aakao,អាកោ,1
aakaod,អាកោដ,1
aakar,អករ៍,1
aakar,អាករ,1
aakar,អាការ,1
aakaroneiy,អករណីយ,1
aakarsahav,អាការសាហាវ,1
aakasachar,អាកាសចរ,1
aakasochor,អាកាសចរ,1
aakastheato,អាកាសធាតុ,1
aakatanhnhu,អកតញ្ញូ,1
aakatanhnhuta,អកតញ្ញុតា,1
aakataveti,អកតវេទី,1
aakatavetini,អកតវេទិនី,1
aakatavetita,អកតវេទិតា,1
aakayum,អកយំ,1
aakear,អាគារ,1
aakearik,អាគារិក,1
aakeariy,អាគារិយ,1
aakearoveak,អគារវៈ,1
aakeath,អគាធ,1
aakenn,អាកិណ្ណ,1
aakeriyoveat,អកិរិយវាទ,1
aakeriyveati,អកិរិយវាទី,1
aakeriyveatini,អកិរិយវាទិនី,1
aakheat,អាឃាត,1
aakheataneak,អាឃាតនៈ,1
aakheatoneak,អាឃាតនៈ,1
aakhomey,អឃម័យ,1
aakhous,អឃោស,1
aakhousan,អាឃោសន,1
aakhouson,អាឃោសន,1
aakhr,អឃ៌,1
aakhr,អាឃ៌,1
aakhya,អាខ្យា,1
aakhyan,អាខ្យាន,1
aakhyat,អាខ្យាត,1
aakk,អក្ក,1
aakkaosan,អក្កោសន,1
aakkaosvottho,អក្កោសវត្ថុ,1
aakkhabad,អក្ខបាដ,1
aakkhabadak,អក្ខបាដក,1
aakkhamea,អក្ខមា,1
aakkhanak,អក្ខណៈ,1
aakkhanti,អក្ខន្តី,1
aakkhao,អក្ខោ,1
aakkhaohenei,អក្ខោហិណី,1
aakkhaophini,អក្ខោភិនី,1
aakkhar,អក្ខរ,1
aakkharea,អក្ខរា,1
aakkharobbaphet,អក្ខរប្បភេទ,1
aakkharokaovit,អក្ខរកោវិទ,1
aakkhatevi,អក្ខទេវី,1
aakkhatevini,អក្ខទេវិនី,1
aakkhathut,អក្ខធូត,1
aakkhathuttei,អក្ខធុត្តី,1
aakkhatoss,អក្ខទស្ស,1
aakkhe,អក្ខិ,1
aakkhor,អគ្ឃ,1
aakki,អគ្គិ,1
aakkiphey,អគ្គិភ័យ,1
aakney,អាគ្នេយ៍,1
aakngkhea,អាកង្ខា,1
aakni,អគ្និ,1
aaknonyutbat,អគ្នន្យុត្បាត,1
aakntu,អាគន្តុ,1
aakntuk,អាគន្តុក,1
aakobb,អាកប្ប,1
aakol,អាកុល,1
aakom,អាគម,1
aakomoniy,អគមនីយ,1
aakonthok,អគន្ធក,1
aakor,អាករ,1
aakosal,អកុសល,1
aakote,អគតិ,1
aakouchar,អគោចរ,1
aakoul,អាកូល,1
aakram,អាក្រម,1
aakraos,អាក្រោស,1
aakraoth,អាក្រោធ,1
aakraothon,អាក្រោធន,1
aakrat,អាក្រាត,1
aakreid,អាក្រីឌ,1
aakrom,អាក្រម,1
aakror,អគ្រ,1
aaks,អ័ក្ស,1
aaksamea,អក្សមា,1
aaksanak,អក្សណៈ,1
aaksanti,អក្សាន្តី,1
aaksar,អក្សរ,1
aaksatevin,អក្សទេវិន,1
aaksauhenei,អក្សៅហិណី,1
aakse,អក្សិ,1
aaktadthan,អាគតដ្ឋាន,1
aaktasanhnhea,អាគតសញ្ញា,1
aaktodthan,អាគតដ្ឋាន,1
aaktosonhnhea,អាគតសញ្ញា,1
aakun,អគុណ,1
aakuy,អាគុយ,1
aakyeakear,អគ្យាគារ,1
aal,អាល,1
aalahnadthan,អាឡាហណដ្ឋាន,1
aalahnodthan,អាឡាហណដ្ឋាន,1
aalaoh,អាឡោះ,1
aalarik,អាឡារិក,1
aalarika,អាឡារិកា,1
aalbovityor,អល្បវិទ្យ,1
aaleab,អាលាប,1
aaleakkhan,អាល័ក្ខណ៍,1
aaleakkhon,អាល័ក្ខណ៍,1
aaleaks,អាល័ក្ស,1
aaleaksan,អាល័ក្សណ៍,1
aaleakson,អាល័ក្សណ៍,1
aaleaph,អលាភ,1
aaleaphea,អលាភា,1
aaleaphou,អលាភោ,1
aaley,អាល័យ,1
aaleytae,អាល័យតែ,1
aalhak,អាឡ្ហក,1
aalhok,អាឡ្ហក,1
aalingkon,អាលិង្គន,1
aalingkor,អលិង្គ,1
aallou,អល្លោ,1
aalmpeay,អាលម្ពាយ,1
aalmpor,អាលម្ពរ,1
aaloaaek,អល់អែក,1
aaloban,អាលបន,1
aalobon,អាលបន,1
aalochcheapheap,អលជ្ជាភាព,1
aalochchi,អលជ្ជី,1
aalochchini,អលជ្ជិនី,1
aalochchita,អលជ្ជិតា,1
aalokkhei,អលក្ខី,1
aalokkheni,អលក្ខិនី,1
aalongkear,អលង្ការ,1
aalongkoron,អលង្ករណ៍,1
aalongkot,អលង្កត,1
aalongkruet,អលង្ក្រឹត,1
aalosapheap,អលសភាព,1
aaloukkasen,អាលោកកសិណ,1
aaloukkosen,អាលោកកសិណ,1
aalouph,អលោភ,1
aalouphou,អលោភោ,1
aaloy,អាលយ,1
aalulik,អាលុលិក,1
aam,អាម,1
aam,អាំ,1
aamas,អាម៉ាស់,1
aambaeng,អំបែង,1
aambaengocheh,អំបែងចេះ,1
aambaengthngai,អំបែងថ្ងៃ,1
aambaeuah,អំបើះ,1
aambal,អំបាល,1
aambanhominh,អំបាញ់មិញ,1
aambaoh,អំបោះ,1
aambaohmouch,អំបោះខ្មោច,1
aambaohreah,អំបោះព្រះ,1
aambaos,អំបោស,1
aambat,អំបាត,1
aambauaambaek,អំបៅអំបែក,1
aambay,អំបាយ,1
aambeal,អម្បាល,1
aambeanhominh,អម្បាញ់មិញ,1
aambeay,អម្បាយ,1
aambel,អំបិល,1
aambelmtes,អំបិលម្ទេស,1
aamboeah,អំបឹះ,1
aambok,អំបុក,1
aamboung,អំបូង,1
aambour,អំបូរ,1
aambous,អម្បោស,1
aambros,អ៊ំប្រុស,1
aambur,អម្បូរ,1
aamcheas,អម្ចាស់,1
aamchot,អម្ចត់,1
aameasay,អាមាសយ,1
aameasoy,អាមាសយ,1
aameasyorouk,អាមាសយរោគ,1
aameatesar,អាមាតិសារ,1
aameatyar,អមាត្យ,1
aameatyar,អាមាត្យ,1
aameatyor,អាមាត្យ,1
aameavosei,អមាវសី,1
aamendan,អាមេណ្ឌន,1
aamendet,អាមេណ្ឌិត,1
aamendetalekh,អាមេណ្ឌិតលេខ,1
aamendetolekh,អាមេណ្ឌិតលេខ,1
aamendon,អាមេណ្ឌន,1
aamerik,អាម៉េរិក,1
aamerik,អាម៉េរិគ,1
aamerikang,អាម៉េរិក័ង,1
aamida,អមិដា,1
aamis,អាមិស,1
aamit,អមិត,1
aamitapheak,អមិតាភៈ,1
aamitayus,អមិតាយុស,1
aamitt,អមិត្ត,1
aamlung,អំលុង,1
aammea,អម្មា,1
aamminh,អំមិញ,1
aamnach,អំណាច,1
aamnaoy,អំណោយ,1
aamnar,អំណរ,1
aamnas,អំណស់,1
aamnat,អំណត់,1
aamnenh,អម្នេញ,1
aamnoeah,អំណឹះ,1
aamnor,អំណរ,1
aamnos,អំណស់,1
aamnot,អំណត់,1
aamnton,អាមន្តន,1
aamnuot,អំនួត,1
aamochcha,អមច្ចា,1
aamok,អាមក,1
aamokeang,អមគាង,1
aamokom,អមគម,1
aamonam,អាមណាម,1
aamonuss,អមនុស្ស,1
aamor,អមរ,1
aamorea,អមរា,1
aamoreavikkheb,អមរាវិក្ខេប,1
aamorintor,អមរិន្ទ,1
aamorokouyean,អមរគោយាន,1
aamosoul,អាមសូល,1
aamot,អមត,1
aamottanhnhu,អមត្តញ្ញូ,1
aamottanhnhuta,អមត្តញ្ញុតា,1
aamouhak,អមោហៈ,1
aamoukh,អមោឃ,1
aamouksa,អមោក្សា,1
aamouksar,អមោក្ស,1
aamout,អាមោទ,1
aamoveat,អាមវាត,1
aamoy,អាមយ,1
aampaeuk,អំប៉ើក,1
aampea,អម្ពា,1
aampeach,អំពាច,1
aampeae,អំពែ,1
aampeaeeah,អំពែះ,1
aampeah,អំពះ,1
aampealea,អម្ពាលា,1
aampean,អំពាន់,1
aampeas,អំពាស,1
aampeav,អំពាវ,1
aampeh,អំពេះ,1
aampehaampaoh,អំប៉េះអំប៉ោះ,1
aamphoas,អម្ភ័ស,1
aamphou,អម្ភោ,1
aamphouchini,អម្ភោជិនី,1
aamphout,អម្ភោទ,1
aamphouthi,អម្ភោធិ,1
aampier,អំពៀរ,1
aampil,អម្ពិល,1
aampilaampeaek,អំពិលអំពែក,1
aampilbrakaphlae,អម្ពិលប្រក់ផ្លែ,1
aampilotuek,អម្ពិលទឹក,1
aampoanthor,អំព័ន្ធ,1
aampok,អំពក,1
aampoka,អម្ពកា,1
aampol,អំពល់,1
aampor,អម្ព,1
aampor,អម្ពរ,1
aampov,អំពៅ,1
aampovprey,អំពៅព្រៃ,1
aamprum,អំព្រំ,1
aamprumbraekraoy,អំព្រំប្រែក្រោយ,1
aampu,អម្ពុ,1
aampuh,អម្ពុះ,1
aampuh,អំពុះ,1
aamput,អំពុត,1
aamreaek,អម្រែក,1
aamream,អម្រាម,1
aamror,អម្រ,1
aamros,អម្រស់,1
aamruet,អម្រឹត,1
aamsrei,អ៊ំស្រី,1
aamukolit,អាមុកុលិត,1
aamul,អមូល,1
aamulokae,អមូលកែ,1
aan,អន,1
aan,អន់,1
aana,អាណា,1
aanabrcheareastrar,អាណាប្រជារាស្ត្រ,1
aanabrcheareastror,អាណាប្រជារាស្ត្រ,1
aananikom,អាណានិគម,1
aanaoch,អាណោច,1
aanda,អណ្ឌា,1
aandab,អណ្ដាប់,1
aandabanda,អណ្ដាប់អណ្ដា,1
aandabandaoy,អណ្ដាប់អណ្ដោយ,1
aandaeng,អណ្ដែង,1
aandaet,អណ្ដែត,1
aandaeuk,អណ្ដើក,1
aandaeukameas,អណ្ដើកមាស,1
aandaeur,អណ្ដើរ,1
aandak,អណ្ឌៈ,1
aandakandal,អណ្ដាក់អណ្ដល់,1
aandaot,អណ្ដោត,1
aandar,អណ្ឌ,1
aandat,អណ្ដាត,1
aandatakou,អណ្ដាតគោ,1
aandatchhkae,អណ្ដាតឆ្កែ,1
aandatchhlam,អណ្ដាតឆ្លាម,1
